Year,Country,alpha_3,Region,Latitude,Longitude,Jahresniederschlag
1949,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1208.0
1950,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1609.3
1951,Switzerland,CHE,Lugano,46.003601,8.953619999999999,2224.3
1952,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1396.9
1953,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1365.3
1954,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1670.5
1955,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1209.5
1956,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1522.8
1957,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1829.6
1958,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1567.3
1959,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1842.1
1960,Switzerland,CHE,Lugano,46.003601,8.953619999999999,2594.8
1961,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1272.7
1962,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1020.0
1963,Switzerland,CHE,Lugano,46.003601,8.953619999999999,2192.4
1964,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1297.6
1965,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1196.1
1966,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1861.8
1967,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1313.5
1968,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1676.8
1969,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1175.9
1970,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1404.2
1971,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1494.7
1972,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1618.3
1973,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1311.7
1974,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1308.0
1975,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1535.8
1976,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1700.3
1977,Switzerland,CHE,Lugano,46.003601,8.953619999999999,2195.7
1978,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1575.6
1979,Switzerland,CHE,Lugano,46.003601,8.953619999999999,2079.2
1980,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1505.0
1981,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1637.1
1982,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1683.2
1983,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1453.2
1984,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1831.9
1985,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1380.4
1986,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1599.9
1987,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1661.4
1988,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1558.5
1989,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1468.4
1990,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1342.4
1991,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1287.5
1992,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1600.5
1993,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1590.2
1994,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1702.5
1995,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1411.8
1996,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1720.5
1997,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1227.1
1998,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1507.9
1999,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1698.5
2000,Switzerland,CHE,Lugano,46.003601,8.953619999999999,2149.3
2001,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1499.1
2002,Switzerland,CHE,Lugano,46.003601,8.953619999999999,2105.4
2003,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1166.8
2004,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1372.9
2005,Switzerland,CHE,Lugano,46.003601,8.953619999999999,952.2
2006,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1298.3
2007,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1143.2
2008,Switzerland,CHE,Lugano,46.003601,8.953619999999999,2188.6
2009,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1679.7
2010,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1854.2
2011,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1179.3
2012,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1411.7
2013,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1713.3
2014,Switzerland,CHE,Lugano,46.003601,8.953619999999999,2429.6
2015,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1232.4
2016,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1680.5
2017,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1509.4
2018,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1472.2
2019,Switzerland,CHE,Lugano,46.003601,8.953619999999999,1675.2
1931,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1162.5
1932,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1072.2
1933,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1050.9
1934,Switzerland,CHE,Luzern,47.04554,8.308010000000001,933.4
1935,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1207.3
1936,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1233.1
1937,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1112.4
1938,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1031.3
1939,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1220.9
1940,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1375.1
1941,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1022.1
1942,Switzerland,CHE,Luzern,47.04554,8.308010000000001,880.8
1943,Switzerland,CHE,Luzern,47.04554,8.308010000000001,804.0
1944,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1225.7
1945,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1089.8
1946,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1112.7
1947,Switzerland,CHE,Luzern,47.04554,8.308010000000001,880.4
1948,Switzerland,CHE,Luzern,47.04554,8.308010000000001,973.0
1949,Switzerland,CHE,Luzern,47.04554,8.308010000000001,747.6
1950,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1188.4
1951,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1187.1
1952,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1165.4
1953,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1026.1
1954,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1154.2
1955,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1220.4
1956,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1108.7
1957,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1021.3
1958,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1193.3
1959,Switzerland,CHE,Luzern,47.04554,8.308010000000001,971.7
1960,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1339.1
1961,Switzerland,CHE,Luzern,47.04554,8.308010000000001,927.0
1962,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1028.5
1963,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1168.0
1964,Switzerland,CHE,Luzern,47.04554,8.308010000000001,988.1
1965,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1459.4
1966,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1158.6
1967,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1048.5
1968,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1154.2
1969,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1049.6
1970,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1250.6
1971,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1047.0
1972,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1134.4
1973,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1136.0
1974,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1153.4
1975,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1183.3
1976,Switzerland,CHE,Luzern,47.04554,8.308010000000001,971.1
1977,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1187.5
1978,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1202.6
1979,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1388.5
1980,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1084.4
1981,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1350.7
1982,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1212.9
1983,Switzerland,CHE,Luzern,47.04554,8.308010000000001,943.1
1984,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1002.5
1985,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1053.8
1986,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1154.4
1987,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1174.5
1988,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1182.4
1989,Switzerland,CHE,Luzern,47.04554,8.308010000000001,986.8
1990,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1164.9
1991,Switzerland,CHE,Luzern,47.04554,8.308010000000001,957.4
1992,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1178.2
1993,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1243.1
1994,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1191.7
1995,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1342.6
1996,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1138.2
1997,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1122.0
1998,Switzerland,CHE,Luzern,47.04554,8.308010000000001,996.0
1999,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1448.6
2000,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1152.2
2001,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1471.7
2002,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1460.5
2003,Switzerland,CHE,Luzern,47.04554,8.308010000000001,957.4
2004,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1084.9
2005,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1140.4
2006,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1202.4
2007,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1261.7
2008,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1179.1
2009,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1067.6
2010,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1360.6
2011,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1120.8
2012,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1305.9
2013,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1212.4
2014,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1418.2
2015,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1123.4
2016,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1422.8
2017,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1244.9
2018,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1061.8
2019,Switzerland,CHE,Luzern,47.04554,8.308010000000001,1131.5
1931,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1019.2
1932,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,913.6
1933,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,790.2
1934,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,768.7
1935,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1125.8
1936,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,904.1
1937,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1117.7
1938,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,937.4
1939,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1286.3
1940,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1017.2
1941,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,759.1
1942,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,825.4
1943,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,819.1
1944,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1043.1
1945,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,726.7
1946,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,939.0
1947,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,711.2
1948,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,910.6
1949,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,688.4
1950,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1084.0
1951,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,928.4
1952,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1155.4
1953,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,662.8
1954,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,960.1
1955,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,873.6
1956,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,931.5
1957,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,760.2
1958,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,876.3
1959,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,801.9
1960,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,969.9
1961,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,887.2
1962,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,785.6
1963,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,998.9
1964,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,589.8
1965,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1275.9
1966,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1025.7
1967,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,888.6
1968,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1121.8
1969,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,920.4
1970,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1039.1
1971,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,748.6
1972,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,724.8
1973,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,711.0
1974,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,893.6
1975,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,888.5
1976,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,682.5
1977,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1244.8
1978,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,949.7
1979,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1041.1
1980,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,967.9
1981,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1072.4
1982,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1080.4
1983,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1041.6
1984,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,907.5
1985,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,841.2
1986,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,922.2
1987,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1092.3
1988,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1211.8
1989,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,658.9
1990,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1046.3
1991,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,810.3
1992,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,987.9
1993,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,995.3
1994,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,974.7
1995,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1029.1
1996,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,877.9
1997,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,984.6
1998,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,907.4
1999,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1183.4
2000,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,905.8
2001,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1162.8
2002,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1134.0
2003,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,698.3
2004,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1072.5
2005,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,728.8
2006,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1236.7
2007,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1301.8
2008,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,967.6
2009,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,780.0
2010,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,712.7
2011,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,710.3
2012,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1124.4
2013,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1037.3
2014,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,921.3
2015,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,766.5
2016,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1087.9
2017,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,754.8
2018,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,889.1
2019,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,960.5
1931,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2105.1
1932,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2140.0
1933,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2555.4
1934,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1949.0
1935,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2509.3
1936,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2578.0
1937,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2477.7
1938,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2018.7
1939,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2848.1
1940,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3326.9
1941,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2669.4
1942,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2325.2
1943,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2320.5
1944,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3303.9
1945,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2829.8
1946,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2222.2
1947,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2416.3
1948,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2651.9
1949,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1916.5
1950,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2275.3
1951,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2017.3
1952,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3117.5
1953,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1736.8
1954,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2700.0
1955,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2733.4
1956,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2608.7
1957,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2652.6
1958,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2946.0
1959,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1839.3
1960,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2833.2
1961,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2706.8
1962,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2413.3
1963,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2190.3
1964,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2577.5
1965,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3466.5
1966,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3268.6
1967,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2496.6
1968,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2848.3
1969,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2331.4
1970,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3520.7
1971,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2094.3
1972,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2058.1
1973,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3071.9
1974,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2873.2
1975,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2247.8
1976,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2322.8
1977,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2468.7
1978,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2269.1
1979,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2607.9
1980,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2805.8
1981,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3704.2
1982,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2293.8
1983,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2708.8
1984,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2762.6
1985,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2305.0
1986,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3145.1
1987,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2825.0
1988,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3275.8
1989,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2335.8
1990,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3029.9
1991,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2557.6
1992,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2832.9
1993,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2884.8
1994,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3208.2
1995,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3200.5
1996,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2213.9
1997,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2658.7
1998,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3100.4
1999,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3540.7
2000,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3058.8
2001,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3553.1
2002,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3234.8
2003,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2219.5
2004,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2432.1
2005,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2657.5
2006,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2850.5
2007,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3095.8
2008,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2560.1
2009,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2467.2
2010,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2386.1
2011,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2518.1
2012,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2967.0
2013,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2822.6
2014,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2377.9
2015,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2365.4
2016,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2940.0
2017,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3537.0
2018,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2573.1
2019,Switzerland,CHE,Säntis,47.256459,9.317421000000001,3556.6
1931,Switzerland,CHE,Samedan,46.438365000000005,9.870266,644.8
1932,Switzerland,CHE,Samedan,46.438365000000005,9.870266,503.3
1933,Switzerland,CHE,Samedan,46.438365000000005,9.870266,649.2
1934,Switzerland,CHE,Samedan,46.438365000000005,9.870266,644.5
1935,Switzerland,CHE,Samedan,46.438365000000005,9.870266,757.2
1936,Switzerland,CHE,Samedan,46.438365000000005,9.870266,619.6
1937,Switzerland,CHE,Samedan,46.438365000000005,9.870266,838.2
1938,Switzerland,CHE,Samedan,46.438365000000005,9.870266,530.0
1939,Switzerland,CHE,Samedan,46.438365000000005,9.870266,715.7
1940,Switzerland,CHE,Samedan,46.438365000000005,9.870266,664.6
1941,Switzerland,CHE,Samedan,46.438365000000005,9.870266,505.8
1942,Switzerland,CHE,Samedan,46.438365000000005,9.870266,524.1
1943,Switzerland,CHE,Samedan,46.438365000000005,9.870266,490.6
1944,Switzerland,CHE,Samedan,46.438365000000005,9.870266,752.7
1945,Switzerland,CHE,Samedan,46.438365000000005,9.870266,587.4
1946,Switzerland,CHE,Samedan,46.438365000000005,9.870266,655.7
1947,Switzerland,CHE,Samedan,46.438365000000005,9.870266,581.4
1948,Switzerland,CHE,Samedan,46.438365000000005,9.870266,704.1
1949,Switzerland,CHE,Samedan,46.438365000000005,9.870266,477.7
1950,Switzerland,CHE,Samedan,46.438365000000005,9.870266,727.5
1951,Switzerland,CHE,Samedan,46.438365000000005,9.870266,857.0
1952,Switzerland,CHE,Samedan,46.438365000000005,9.870266,781.6
1953,Switzerland,CHE,Samedan,46.438365000000005,9.870266,551.9
1954,Switzerland,CHE,Samedan,46.438365000000005,9.870266,890.2
1955,Switzerland,CHE,Samedan,46.438365000000005,9.870266,490.1
1956,Switzerland,CHE,Samedan,46.438365000000005,9.870266,641.4
1957,Switzerland,CHE,Samedan,46.438365000000005,9.870266,675.3
1958,Switzerland,CHE,Samedan,46.438365000000005,9.870266,756.4
1959,Switzerland,CHE,Samedan,46.438365000000005,9.870266,478.2
1960,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1077.0
1961,Switzerland,CHE,Samedan,46.438365000000005,9.870266,487.4
1962,Switzerland,CHE,Samedan,46.438365000000005,9.870266,461.4
1963,Switzerland,CHE,Samedan,46.438365000000005,9.870266,866.6
1964,Switzerland,CHE,Samedan,46.438365000000005,9.870266,557.3
1965,Switzerland,CHE,Samedan,46.438365000000005,9.870266,786.4
1966,Switzerland,CHE,Samedan,46.438365000000005,9.870266,803.5
1967,Switzerland,CHE,Samedan,46.438365000000005,9.870266,744.3
1968,Switzerland,CHE,Samedan,46.438365000000005,9.870266,775.0
1969,Switzerland,CHE,Samedan,46.438365000000005,9.870266,624.5
1970,Switzerland,CHE,Samedan,46.438365000000005,9.870266,736.4
1971,Switzerland,CHE,Samedan,46.438365000000005,9.870266,591.4
1972,Switzerland,CHE,Samedan,46.438365000000005,9.870266,585.8
1973,Switzerland,CHE,Samedan,46.438365000000005,9.870266,788.2
1974,Switzerland,CHE,Samedan,46.438365000000005,9.870266,610.2
1975,Switzerland,CHE,Samedan,46.438365000000005,9.870266,668.6
1976,Switzerland,CHE,Samedan,46.438365000000005,9.870266,742.0
1977,Switzerland,CHE,Samedan,46.438365000000005,9.870266,794.4
1978,Switzerland,CHE,Samedan,46.438365000000005,9.870266,601.7
